arrival_ts,sequence,product,num_changes,arrival_dt,latency_ms,rolling_mean_ms,rolling_std_ms,z_score,is_spike,phase
1775324094.713911,397,BTC-USD,5,2026-04-04 17:34:54.713911057+00:00,48.57802391052246,53.00613880157471,110.55900860677491,-0.040052049551219444,False,before
1775324094.767876,398,BTC-USD,4,2026-04-04 17:34:54.767875910+00:00,53.964853286743164,38.1645393371582,27.038218904193776,0.5843696289896612,False,before
1775324094.814229,399,BTC-USD,5,2026-04-04 17:34:54.814229012+00:00,46.35310173034668,39.08475875854492,26.502358986597873,0.274252679751162,False,before
1775324094.8629289,400,BTC-USD,5,2026-04-04 17:34:54.862928867+00:00,48.69985580444336,40.0494384765625,25.939835305348545,0.3334800404880453,False,before
1775324094.916336,401,BTC-USD,38,2026-04-04 17:34:54.916336060+00:00,53.40719223022461,41.115078926086426,25.354056392316306,0.4848184098802975,False,before
1775324094.969946,402,BTC-USD,34,2026-04-04 17:34:54.969945908+00:00,53.60984802246094,42.18441963195801,24.710073456835634,0.4623793778056242,False,before
1775324095.0135,403,BTC-USD,13,2026-04-04 17:34:55.013499975+00:00,43.554067611694336,42.93811798095703,24.148128275249924,0.025507137601575865,False,before
1775324095.0599968,404,BTC-USD,3,2026-04-04 17:34:55.059996843+00:00,46.49686813354492,43.864054679870605,23.35035975471046,0.11275258631264556,False,before
1775324095.118782,405,BTC-USD,19,2026-04-04 17:34:55.118782043+00:00,58.785200119018555,44.98859882354736,22.664341137590096,0.6087360409779901,False,before
1775324095.164437,406,BTC-USD,4,2026-04-04 17:34:55.164437056+00:00,45.655012130737305,45.87932109832764,21.762244867993253,-0.010307253178656843,False,before
1775324095.2117388,407,BTC-USD,1,2026-04-04 17:34:55.211738825+00:00,47.3017692565918,46.757874488830566,20.880078629605794,0.02604850189548826,False,before
1775324095.260585,408,BTC-USD,3,2026-04-04 17:34:55.260585069+00:00,48.84624481201172,47.731261253356934,19.769130298654296,0.05640023318227019,False,before
1775324095.310848,409,BTC-USD,1,2026-04-04 17:34:55.310847998+00:00,50.2629280090332,48.7037992477417,18.617774288031384,0.08374410051226182,False,before
1775324095.3663082,410,BTC-USD,5,2026-04-04 17:34:55.366308212+00:00,55.460214614868164,49.775705337524414,17.36685379947677,0.3273194640191543,False,before
1775324095.4137018,411,BTC-USD,12,2026-04-04 17:34:55.413701773+00:00,47.3935604095459,50.67286014556885,15.979959671921227,-0.20521326732664324,False,before
1775324095.464072,412,BTC-USD,4,2026-04-04 17:34:55.464071989+00:00,50.370216369628906,51.538658142089844,14.69061749144668,-0.07953660036014412,False,before
1775324095.509908,413,BTC-USD,2,2026-04-04 17:34:55.509907961+00:00,45.83597183227539,52.41114139556885,12.885856129106001,-0.5102625310585112,False,before
1775324095.565855,414,BTC-USD,10,2026-04-04 17:34:55.565855026+00:00,55.947065353393555,53.03580284118652,12.257508950364347,0.23750849573073293,False,before
1775324095.614966,415,BTC-USD,14,2026-04-04 17:34:55.614965916+00:00,49.11088943481445,52.99643516540527,12.267078227843966,-0.31674581823170905,False,before
1775324095.664299,416,BTC-USD,21,2026-04-04 17:34:55.664299011+00:00,49.33309555053711,52.98195838928223,12.271044495429072,-0.29735552178172836,False,before
1775324095.713033,417,BTC-USD,11,2026-04-04 17:34:55.713032961+00:00,48.73394966125488,52.97229766845703,12.274258787028318,-0.34530378418298624,False,before
1775324095.763027,418,BTC-USD,3,2026-04-04 17:34:55.763026953+00:00,49.99399185180664,52.97414302825928,12.273794650943746,-0.24280601567857335,False,before
1775324095.8141172,419,BTC-USD,6,2026-04-04 17:34:55.814117193+00:00,51.090240478515625,53.094587326049805,12.22407525483126,-0.16396715544940807,False,before
1775324095.865036,420,BTC-USD,4,2026-04-04 17:34:55.865036011+00:00,50.9188175201416,53.091559410095215,12.224605666744495,-0.17773513102874844,False,before
1775324095.914642,421,BTC-USD,12,2026-04-04 17:34:55.914642096+00:00,49.6060848236084,53.00028324127197,12.233424741093419,-0.2774528383913695,False,before
1775324095.964246,422,BTC-USD,4,2026-04-04 17:34:55.964246035+00:00,49.603939056396484,53.00395965576172,12.232354439168285,-0.27795308060059876,False,before
1775324096.0144289,423,BTC-USD,10,2026-04-04 17:34:56.014428854+00:00,50.18281936645508,53.01759719848633,12.228748883447343,-0.2318125802606319,False,before
1775324096.064527,424,BTC-USD,14,2026-04-04 17:34:56.064527035+00:00,50.09818077087402,53.01290035247803,12.22984607382367,-0.23832839465106326,False,before
1775324096.11566,425,BTC-USD,9,2026-04-04 17:34:56.115659952+00:00,51.132917404174805,52.09767818450928,10.463724703401347,-0.09220051250209849,False,before
1775324096.1635149,426,BTC-USD,3,2026-04-04 17:34:56.163514853+00:00,47.85490036010742,51.9957971572876,10.480053657565941,-0.39512171716704025,False,before
1775324096.264564,427,BTC-USD,16,2026-04-04 17:34:56.264564036+00:00,101.04918479919434,52.91734218597412,12.565469284815022,3.830485079565317,True,before
1775324096.314422,428,BTC-USD,2,2026-04-04 17:34:56.314421892+00:00,49.85785484313965,53.031959533691406,12.509664157026902,-0.2537322066131413,False,before
1775324096.35985,429,BTC-USD,1,2026-04-04 17:34:56.359849930+00:00,45.42803764343262,52.94003963470459,12.54904070567226,-0.5986116522736668,False,before
1775324096.4153411,430,BTC-USD,8,2026-04-04 17:34:56.415341139+00:00,55.49120903015137,53.02682399749756,12.551426847655,0.1963430184126224,False,before
1775324096.462803,431,BTC-USD,5,2026-04-04 17:34:56.462802887+00:00,47.461748123168945,53.036556243896484,12.54682648171015,-0.44432017361952747,False,before
1775324096.514532,432,BTC-USD,3,2026-04-04 17:34:56.514532089+00:00,51.72920227050781,52.06806182861328,10.544835018535903,-0.03213512184020094,False,before
1775324096.563656,433,BTC-USD,6,2026-04-04 17:34:56.563656092+00:00,49.12400245666504,52.01064109802246,10.553054523549942,-0.27353584072892534,False,before
1775324096.6136909,434,BTC-USD,3,2026-04-04 17:34:56.613690853+00:00,50.03476142883301,51.92117691040039,10.550411813035817,-0.1788001752914115,False,before
1775324096.662678,435,BTC-USD,3,2026-04-04 17:34:56.662678003+00:00,48.98715019226074,51.96993827819824,10.530692270585973,-0.28324710373210105,False,before
1775324096.714912,436,BTC-USD,6,2026-04-04 17:34:56.714911938+00:00,52.23393440246582,52.010040283203125,10.527744052611016,0.02126705570954365,False,before
1775324096.759756,437,BTC-USD,2,2026-04-04 17:34:56.759756088+00:00,44.84415054321289,51.92578315734863,10.568639548200126,-0.6700609460506927,False,before
1775324096.813058,438,BTC-USD,5,2026-04-04 17:34:56.813057899+00:00,53.30181121826172,52.05423831939697,10.545053861126577,0.11830882186992092,False,before
1775324097.574903,439,BTC-USD,3,2026-04-04 17:34:57.574903011+00:00,761.8451118469238,66.30894184112549,100.92261093374925,6.891777408160633,True,before
1775324097.575103,440,BTC-USD,2,2026-04-04 17:34:57.575103045+00:00,0.20003318786621094,65.23126125335693,101.34263631660502,-0.6416966286758748,False,before
1775324097.575204,441,BTC-USD,1,2026-04-04 17:34:57.575203896+00:00,0.10085105895996094,64.21133995056152,101.74360988741041,-0.6301180876376049,False,before
1775324097.5753,442,BTC-USD,2,2026-04-04 17:34:57.575299978+00:00,0.09608268737792969,63.24619770050049,102.12527880447588,-0.6183592911802641,False,before
1775324097.575436,443,BTC-USD,51,2026-04-04 17:34:57.575436115+00:00,0.1361370086669922,61.23530387878418,102.36274029988533,-0.5968887379442853,False,before
1775324097.575616,444,BTC-USD,9,2026-04-04 17:34:57.575615883+00:00,0.17976760864257812,60.20429611206055,102.71941983042164,-0.5843542399529884,False,before
1775324097.575767,445,BTC-USD,5,2026-04-04 17:34:57.575767040+00:00,0.15115737915039062,59.11913871765137,103.06789889064096,-0.5721275195593954,False,before
1775324097.5758898,446,BTC-USD,16,2026-04-04 17:34:57.575889826+00:00,0.12278556823730469,58.21113586425781,103.38960262247889,-0.5618393805818824,False,before
1775324097.576003,447,BTC-USD,1,2026-04-04 17:34:57.576003075+00:00,0.11324882507324219,57.24184036254883,103.70844902263006,-0.5508576405863485,False,before
1775324097.5761,448,BTC-USD,5,2026-04-04 17:34:57.576100111+00:00,0.09703636169433594,56.16448402404785,104.02250862009696,-0.5389934198483788,False,before
1775324097.5761971,449,BTC-USD,6,2026-04-04 17:34:57.576197147+00:00,0.09703636169433594,55.239362716674805,104.31681881285617,-0.5286043706327501,False,before
1775324097.576318,450,BTC-USD,3,2026-04-04 17:34:57.576318026+00:00,0.12087821960449219,54.26778316497803,104.60479751707393,-0.5176330936115574,False,before
1775324097.57642,451,BTC-USD,6,2026-04-04 17:34:57.576420069+00:00,0.10204315185546875,53.201680183410645,104.88500773313996,-0.5062652725988938,False,before
1775324097.576544,452,BTC-USD,1,2026-04-04 17:34:57.576544046+00:00,0.1239776611328125,52.13196277618408,105.15316706530692,-0.49459266483862485,False,before
1775324097.612466,453,BTC-USD,3,2026-04-04 17:34:57.612466097+00:00,35.92205047607422,51.97932243347168,105.17141058979996,-0.15267715691316186,False,before
1775324097.664984,454,BTC-USD,6,2026-04-04 17:34:57.664983988+00:00,52.51789093017578,52.0997428894043,105.16845208303411,0.003975983600494016,False,before
1775324097.713809,455,BTC-USD,2,2026-04-04 17:34:57.713809013+00:00,48.82502555847168,51.90053939819336,105.16496338815952,-0.029244662296606196,False,before
1775324097.764419,456,BTC-USD,4,2026-04-04 17:34:57.764419079+00:00,50.61006546020508,51.999640464782715,105.16129247914017,-0.013213749772553178,False,before
1775324097.8156102,457,BTC-USD,10,2026-04-04 17:34:57.815610170+00:00,51.191091537475586,52.07742691040039,105.15918502676756,-0.008428511239405231,False,before
1775324097.861019,458,BTC-USD,2,2026-04-04 17:34:57.861018896+00:00,45.40872573852539,52.008676528930664,105.16246423219745,-0.0627595676707676,False,before
1775324097.913109,459,BTC-USD,5,2026-04-04 17:34:57.913109064+00:00,52.09016799926758,52.04522132873535,105.16216267957918,0.00042740344423284184,False,before
1775324097.961234,460,BTC-USD,3,2026-04-04 17:34:57.961234093+00:00,48.12502861022949,51.89851760864258,105.16241783745934,-0.03588248612014083,False,before
1775324098.014156,461,BTC-USD,8,2026-04-04 17:34:58.014156103+00:00,52.92201042175293,52.00908660888672,105.16049092896067,0.008681243352913983,False,before
1775324098.063284,462,BTC-USD,11,2026-04-04 17:34:58.063283919+00:00,49.127817153930664,51.984238624572754,105.16103285403807,-0.027162356560407313,False,before
1775324098.1137369,463,BTC-USD,14,2026-04-04 17:34:58.113736868+00:00,50.45294761657715,52.07657814025879,105.15755099710903,-0.015439980375030578,False,before
1775324098.166003,464,BTC-USD,10,2026-04-04 17:34:58.166002989+00:00,52.26612091064453,52.00295925140381,105.15607451103284,0.002502581619410984,False,before
1775324098.2138891,465,BTC-USD,9,2026-04-04 17:34:58.213889122+00:00,47.88613319396973,51.978464126586914,105.156904584737,-0.03891642635143873,False,before
1775324098.26452,466,BTC-USD,6,2026-04-04 17:34:58.264519930+00:00,50.630807876586914,52.00441837310791,105.15639849054865,-0.013062547940384767,False,before
1775324098.3140428,467,BTC-USD,10,2026-04-04 17:34:58.314042807+00:00,49.52287673950195,52.02019691467285,105.15595693499537,-0.02374872758482599,False,before
1775324098.3648682,468,BTC-USD,8,2026-04-04 17:34:58.364868164+00:00,50.82535743713379,52.036824226379395,105.15569573963627,-0.01152069586649093,False,before
1775324098.417299,469,BTC-USD,15,2026-04-04 17:34:58.417299032+00:00,52.43086814880371,52.063636779785156,105.15562037072318,0.003492265726966289,False,before
1775324098.465409,470,BTC-USD,8,2026-04-04 17:34:58.465409040+00:00,48.110008239746094,52.007460594177246,105.15699468824685,-0.037063177451825385,False,before
1775324098.512011,471,BTC-USD,1,2026-04-04 17:34:58.512011051+00:00,46.60201072692871,51.94737911224365,105.15925288068676,-0.050831174993034356,False,before
1775324098.565801,472,BTC-USD,5,2026-04-04 17:34:58.565800905+00:00,53.78985404968262,52.031097412109375,105.1590153946365,0.01672473473599055,False,before
1775324098.614812,473,BTC-USD,2,2026-04-04 17:34:58.614811897+00:00,49.0109920501709,52.00766086578369,105.1595663024237,-0.028496397626772318,False,before
1775324098.663841,474,BTC-USD,4,2026-04-04 17:34:58.663841009+00:00,49.02911186218262,51.98627948760986,105.16007114933684,-0.0281206316533183,False,before
1775324098.713877,475,BTC-USD,2,2026-04-04 17:34:58.713876963+00:00,50.035953521728516,51.96434020996094,105.16036724542872,-0.018337580390261028,False,before
1775324098.759955,476,BTC-USD,4,2026-04-04 17:34:58.759954929+00:00,46.07796669006348,51.92880153656006,105.16208460334653,-0.05563635286011051,False,before
1775324098.816575,477,BTC-USD,12,2026-04-04 17:34:58.816575050+00:00,56.620121002197266,51.04022026062012,104.92600458400918,0.05317938830987881,False,before
1775324098.860126,478,BTC-USD,1,2026-04-04 17:34:58.860126019+00:00,43.550968170166016,50.914082527160645,104.93124579230354,-0.07017084664723094,False,before
1775324098.910792,479,BTC-USD,2,2026-04-04 17:34:58.910792112+00:00,50.666093826293945,51.01884365081787,104.92827160299419,-0.003361818689424213,False,before
1775324098.963284,480,BTC-USD,12,2026-04-04 17:34:58.963284016+00:00,52.49190330505371,50.95885753631592,104.92651994823846,0.014610660579366047,False,before
1775324099.016929,481,BTC-USD,6,2026-04-04 17:34:59.016928911+00:00,53.64489555358887,51.082520484924316,104.92595788184336,0.024420792722712425,False,before
1775324099.0633228,482,BTC-USD,10,2026-04-04 17:34:59.063322782+00:00,46.39387130737305,50.97581386566162,104.92799972151406,-0.04366749171288271,False,before
1775324099.1149309,483,BTC-USD,5,2026-04-04 17:34:59.114930868+00:00,51.60808563232422,51.025495529174805,104.92769311127608,0.005552300692740627,False,before
1775324099.1595662,484,BTC-USD,1,2026-04-04 17:34:59.159566164+00:00,44.63529586791992,50.91750621795654,104.9315119994591,-0.05986962572376737,False,before
1775324099.216681,485,BTC-USD,25,2026-04-04 17:34:59.216681004+00:00,57.11483955383301,51.08006000518799,104.93475599721347,0.057509825903681255,False,before
1775324099.2738612,486,BTC-USD,24,2026-04-04 17:34:59.273861170+00:00,57.180166244506836,51.17898464202881,104.93819739560989,0.05718777100633794,False,before
1775324099.319541,487,BTC-USD,13,2026-04-04 17:34:59.319540977+00:00,45.67980766296387,51.19569778442383,104.93723441991315,-0.05256370774350474,False,before
1775324099.363625,488,BTC-USD,12,2026-04-04 17:34:59.363625050+00:00,44.08407211303711,51.011343002319336,104.94155568685625,-0.06601075087883279,False,before
1775324099.415027,489,BTC-USD,21,2026-04-04 17:34:59.415026903+00:00,51.40185356140137,36.80247783660889,22.24386569541397,0.6563326682826737,False,before
1775324099.464947,490,BTC-USD,24,2026-04-04 17:34:59.464946985+00:00,49.920082092285156,37.796878814697266,21.67834403956443,0.5592310582146972,False,before
1775324099.514902,491,BTC-USD,13,2026-04-04 17:34:59.514902115+00:00,49.955129623413086,38.79396438598633,21.046451534219806,0.5303110227051633,False,before
1775324099.560776,492,BTC-USD,3,2026-04-04 17:34:59.560775995+00:00,45.87388038635254,39.70952033996582,20.311547944055842,0.30349041163013446,False,before
1775324099.6176362,493,BTC-USD,10,2026-04-04 17:34:59.617636204+00:00,56.86020851135254,40.84400177001953,19.628764318562357,0.8159559349432375,False,before
1775324099.662817,494,BTC-USD,3,2026-04-04 17:34:59.662817001+00:00,45.1807975769043,41.744022369384766,18.73763921759279,0.18341559294688198,False,before
1775324099.715628,495,BTC-USD,6,2026-04-04 17:34:59.715627909+00:00,52.8109073638916,42.79721736907959,17.809024076323002,0.5622817933142757,False,before
1775324099.765897,496,BTC-USD,17,2026-04-04 17:34:59.765897036+00:00,50.269126892089844,43.80014419555664,16.73645341970848,0.386520521063051,False,before
1775324099.814812,497,BTC-USD,8,2026-04-04 17:34:59.814811945+00:00,48.91490936279297,44.776177406311035,15.515179357722845,0.2667537294321922,False,before
1775324099.8636642,498,BTC-USD,10,2026-04-04 17:34:59.863664150+00:00,48.85220527648926,45.751280784606934,14.119147343314237,0.21962547854213646,False,before
1775324099.9157498,499,BTC-USD,15,2026-04-04 17:34:59.915749788+00:00,52.08563804626465,46.79105281829834,12.51115707580482,0.42318909401317045,False,before
1775324099.96273,500,BTC-USD,4,2026-04-04 17:34:59.962729931+00:00,46.98014259338379,47.728238105773926,10.544307161333625,-0.07094781107415302,False,before
1775324100.012875,501,BTC-USD,7,2026-04-04 17:35:00.012875080+00:00,50.14514923095703,48.72910022735596,7.999284440437857,0.1770219591695834,False,before
1775324100.0638778,502,BTC-USD,8,2026-04-04 17:35:00.063877821+00:00,51.00274085998535,49.74667549133301,3.8501989281986506,0.32623388870974646,False,before
1775324100.1136892,503,BTC-USD,10,2026-04-04 17:35:00.113689184+00:00,49.811363220214844,50.02446174621582,3.293169260286986,-0.0647092539611541,False,before
1775324100.162753,504,BTC-USD,9,2026-04-04 17:35:00.162753105+00:00,49.063920974731445,49.955382347106934,3.2759796054075245,-0.27212055011087055,False,before
1775324100.2118132,505,BTC-USD,10,2026-04-04 17:35:00.211813211+00:00,49.06010627746582,49.960083961486816,3.274492588483469,-0.2748449293140123,False,before
1775324100.263061,506,BTC-USD,6,2026-04-04 17:35:00.263061047+00:00,51.24783515930176,49.97283935546875,3.278316131002103,0.38891789348066075,False,before
1775324100.3142269,507,BTC-USD,15,2026-04-04 17:35:00.314226866+00:00,51.16581916809082,49.972333908081055,3.278126411643898,0.36407542301312984,False,before
1775324100.364183,508,BTC-USD,8,2026-04-04 17:35:00.364182949+00:00,49.95608329772949,50.06328105926514,3.2113310264380655,-0.03338109981596815,False,before
1775324100.415593,509,BTC-USD,6,2026-04-04 17:35:00.415592909+00:00,51.40995979309082,50.0496768951416,3.2040017082829886,0.42455748211139027,False,before
1775324100.463722,510,BTC-USD,9,2026-04-04 17:35:00.463721991+00:00,48.12908172607422,50.049757957458496,3.203952071164388,-0.5994709623375423,False,before
1775324100.513676,511,BTC-USD,11,2026-04-04 17:35:00.513675927+00:00,49.95393753051758,49.99039649963379,3.177032671019148,-0.011475792946288905,False,before
1775324100.566695,512,BTC-USD,21,2026-04-04 17:35:00.566694975+00:00,53.019046783447266,50.06822109222412,3.2030251615699092,0.9212621014119186,False,before
1775324100.616356,513,BTC-USD,8,2026-04-04 17:35:00.616355896+00:00,49.66092109680176,50.05238056182861,3.2030421501441944,-0.12221489655052861,False,before
1775324100.663416,514,BTC-USD,6,2026-04-04 17:35:00.663415909+00:00,47.06001281738281,49.94825839996338,3.21420958297417,-0.8985865756482554,False,before
1775324100.7103438,515,BTC-USD,1,2026-04-04 17:35:00.710343838+00:00,46.92792892456055,49.929094314575195,3.2295753356623833,-0.9292755480494502,False,before
1775324100.762603,516,BTC-USD,4,2026-04-04 17:35:00.762603045+00:00,52.259206771850586,49.96166229248047,3.244969966429417,0.7080325867848343,False,before
1775324100.814498,517,BTC-USD,15,2026-04-04 17:35:00.814497948+00:00,51.8949031829834,50.0091028213501,3.255745412810068,0.5792223047334794,False,before
1775324100.864289,518,BTC-USD,6,2026-04-04 17:35:00.864289045+00:00,49.79109764099121,49.988417625427246,3.2537384848221147,-0.06064408229379346,False,before
1775324100.913654,519,BTC-USD,7,2026-04-04 17:35:00.913654089+00:00,49.36504364013672,49.927101135253906,3.2356084410977544,-0.17370998541668306,False,before
1775324100.959965,520,BTC-USD,4,2026-04-04 17:35:00.959964991+00:00,46.3109016418457,49.8911190032959,3.2660881979269805,-1.0961790204326374,False,before
1775324101.009526,521,BTC-USD,2,2026-04-04 17:35:01.009526014+00:00,49.5610237121582,49.95029926300049,3.231903742397062,-0.12044775521487668,False,before
1775324101.060493,522,BTC-USD,1,2026-04-04 17:35:01.060492992+00:00,50.96697807312012,49.89384174346924,3.1878179168334007,0.33663664539437443,False,before
1775324101.11566,523,BTC-USD,17,2026-04-04 17:35:01.115659952+00:00,55.16695976257324,50.016961097717285,3.270821533718008,1.5745275649453887,False,before
1775324101.1627898,524,BTC-USD,7,2026-04-04 17:35:01.162789822+00:00,47.12986946105957,49.978976249694824,3.2934775100113756,-0.8650755257853311,False,before
1775324101.209065,525,BTC-USD,1,2026-04-04 17:35:01.209064960+00:00,46.27513885498047,49.90375995635986,3.3348347015192408,-1.088096240490215,False,before
1775324101.266038,526,BTC-USD,22,2026-04-04 17:35:01.266037941+00:00,56.97298049926758,50.121660232543945,3.4342160686014034,1.995017241158579,False,before
1775324101.315496,527,BTC-USD,10,2026-04-04 17:35:01.315495968+00:00,49.45802688598633,49.97841835021973,3.3045505584909347,-0.15747722875544137,False,before
1775324101.364577,528,BTC-USD,6,2026-04-04 17:35:01.364577055+00:00,49.08108711242676,50.08902072906494,3.1750433341424897,-0.31745507401410145,False,before
1775324101.414187,529,BTC-USD,17,2026-04-04 17:35:01.414186954+00:00,49.60989952087402,50.06789684295654,3.1746391128815397,-0.14426752326717443,False,before
1775324101.4632351,530,BTC-USD,3,2026-04-04 17:35:01.463235140+00:00,49.04818534851074,49.999022483825684,3.1582905531611423,-0.3010606906838403,False,before
1775324102.286958,531,BTC-USD,11,2026-04-04 17:35:02.286957979+00:00,823.7228393554688,65.40058135986328,109.47589584433565,6.9268422253777935,True,before
1775324102.2872078,532,BTC-USD,6,2026-04-04 17:35:02.287207842+00:00,0.2498626708984375,64.47770118713379,109.83330528142385,-0.584775613841954,False,before
1775324102.287355,533,BTC-USD,15,2026-04-04 17:35:02.287354946+00:00,0.14710426330566406,63.44848155975342,110.19687637217699,-0.574438944010126,False,before
1775324102.287509,534,BTC-USD,25,2026-04-04 17:35:02.287508965+00:00,0.15401840209960938,62.55885601043701,110.5308995468077,-0.5645917826074524,False,before
1775324102.287682,535,BTC-USD,19,2026-04-04 17:35:02.287682056+00:00,0.17309188842773438,61.420021057128906,110.88092592580801,-0.5523666821621093,False,before
1775324102.2878468,536,BTC-USD,3,2026-04-04 17:35:02.287846804+00:00,0.1647472381591797,60.27971267700195,111.21808177903313,-0.5405143163526102,False,before
1775324102.287984,537,BTC-USD,7,2026-04-04 17:35:02.287983894+00:00,0.13709068298339844,59.368858337402344,111.52615863995858,-0.5311020156772158,False,before
1775324102.288198,538,BTC-USD,11,2026-04-04 17:35:02.288197994+00:00,0.21409988403320312,58.491458892822266,111.82103853166996,-0.5211663187360198,False,before
1775324102.2883892,539,BTC-USD,9,2026-04-04 17:35:02.288389206+00:00,0.19121170043945312,57.46724605560303,112.12142597574612,-0.5108393320608803,False,before
1775324102.2885451,540,BTC-USD,19,2026-04-04 17:35:02.288545132+00:00,0.15592575073242188,56.47196292877197,112.410290064328,-0.5009864946155027,False,before
1775324102.2887108,541,BTC-USD,17,2026-04-04 17:35:02.288710833+00:00,0.16570091247558594,55.47617435455322,112.68938151330076,-0.49082240668389265,False,before
1775324102.288882,542,BTC-USD,5,2026-04-04 17:35:02.288882017+00:00,0.17118453979492188,54.56212043762207,112.95390081053279,-0.48153216053212455,False,before
1775324102.289086,543,BTC-USD,20,2026-04-04 17:35:02.289086103+00:00,0.2040863037109375,53.42899799346924,113.21425579539081,-0.47012552717698647,False,before
1775324102.2892869,544,BTC-USD,6,2026-04-04 17:35:02.289286852+00:00,0.20074844360351562,52.52939701080322,113.45957364140091,-0.4612096351832686,False,before
1775324102.2894669,545,BTC-USD,4,2026-04-04 17:35:02.289466858+00:00,0.1800060272216797,51.476778984069824,113.70079307481905,-0.45115580612611117,False,before
1775324103.0878148,546,BTC-USD,4,2026-04-04 17:35:03.087814808+00:00,798.3479499816895,66.43835544586182,155.18838427490846,4.716265318152204,True,before
1775324103.0879738,547,BTC-USD,15,2026-04-04 17:35:03.087973833+00:00,0.1590251922607422,65.46323776245117,155.45368965960083,-0.4200878905684902,False,before
1775324103.089016,548,BTC-USD,9,2026-04-04 17:35:03.089015961+00:00,1.0421276092529297,64.50703620910645,155.70478796545387,-0.4075976688265645,False,before
1775324103.09349,549,BTC-USD,22,2026-04-04 17:35:03.093489885+00:00,4.47392463684082,63.55480194091797,155.9277314695414,-0.37889910118789794,False,before
1775324103.096641,550,BTC-USD,7,2026-04-04 17:35:03.096641064+00:00,3.1511783599853516,62.67822265625,156.14585498806505,-0.381227182116455,False,before
1775324103.0967948,551,BTC-USD,9,2026-04-04 17:35:03.096794844+00:00,0.1537799835205078,61.67839527130127,156.38760838285847,-0.3934110632164666,False,before
1775324103.099464,552,BTC-USD,10,2026-04-04 17:35:03.099463940+00:00,2.669095993041992,60.7117223739624,156.60417564932868,-0.37063268677388694,False,before
1775324103.102424,553,BTC-USD,6,2026-04-04 17:35:03.102423906+00:00,2.9599666595458984,59.77469444274902,156.8107575248734,-0.36231396799541093,False,before
1775324103.104612,554,BTC-USD,14,2026-04-04 17:35:03.104612112+00:00,2.1882057189941406,58.83718013763428,157.01609214698024,-0.36078451351095875,False,before
1775324103.1054358,555,BTC-USD,4,2026-04-04 17:35:03.105435848+00:00,0.8237361907958984,57.87245273590088,157.22543544675494,-0.3628466118284326,False,before
1775324103.1068,556,BTC-USD,10,2026-04-04 17:35:03.106800079+00:00,1.3642311096191406,56.87478065490723,157.426469139057,-0.3526125552384386,False,before
1775324103.107417,557,BTC-USD,6,2026-04-04 17:35:03.107417107+00:00,0.6170272827148438,55.86380481719971,157.62606260852982,-0.3504926572434426,False,before
1775324103.1106062,558,BTC-USD,9,2026-04-04 17:35:03.110606194+00:00,3.1890869140625,54.92846488952637,157.80049318057152,-0.32787843011528717,False,before
1775324103.110733,559,BTC-USD,3,2026-04-04 17:35:03.110733032+00:00,0.12683868408203125,53.90280246734619,157.99037854584964,-0.3403749283862757,False,before
1775324103.110833,560,BTC-USD,5,2026-04-04 17:35:03.110832930+00:00,0.09989738464355469,52.94221878051758,158.17210380179162,-0.33408116934508064,False,before
1775324103.114569,561,BTC-USD,9,2026-04-04 17:35:03.114568949+00:00,3.7360191345214844,52.017860412597656,158.32489877105064,-0.30495419010433245,False,before
1775324103.114689,562,BTC-USD,8,2026-04-04 17:35:03.114689112+00:00,0.1201629638671875,50.959882736206055,158.49472454752862,-0.3207660060451621,False,before
1775324103.117833,563,BTC-USD,17,2026-04-04 17:35:03.117832899+00:00,3.143787384033203,50.029540061950684,158.63896390406856,-0.29555004347021596,False,before
1775324103.92358,564,BTC-USD,11,2026-04-04 17:35:03.923579931+00:00,805.7470321655273,65.20328044891357,191.2759366151413,3.8715991400770524,True,before
1775324103.923794,565,BTC-USD,12,2026-04-04 17:35:03.923794031+00:00,0.21409988403320312,64.26900386810303,191.4809988949541,-0.33452355248684573,False,before
1775324103.923935,566,BTC-USD,18,2026-04-04 17:35:03.923934937+00:00,0.14090538024902344,63.226637840270996,191.68945577951243,-0.3291038216133561,False,before
1775324103.924057,567,BTC-USD,9,2026-04-04 17:35:03.924057007+00:00,0.1220703125,62.19118118286133,191.8916411438589,-0.32345916945818837,False,before
1775324103.924167,568,BTC-USD,18,2026-04-04 17:35:03.924166918+00:00,0.10991096496582031,61.19755744934082,192.08568733861838,-0.3180228955668446,False,before
1775324103.9242969,569,BTC-USD,8,2026-04-04 17:35:03.924296856+00:00,0.12993812561035156,60.21285533905029,192.27368974138994,-0.31248642127923,False,before
1775324103.924429,570,BTC-USD,15,2026-04-04 17:35:03.924428940+00:00,0.13208389282226562,59.289278984069824,192.452655279822,-0.3073857048385967,False,before
1775324103.9245498,571,BTC-USD,15,2026-04-04 17:35:03.924549818+00:00,0.12087821960449219,58.30047607421875,192.63058522420198,-0.30202679282160333,False,before
1775324103.924665,572,BTC-USD,11,2026-04-04 17:35:03.924664974+00:00,0.11515617370605469,57.28343963623047,192.80425777172016,-0.29650944498441284,False,before
1775324103.924783,573,BTC-USD,4,2026-04-04 17:35:03.924782991+00:00,0.11801719665527344,56.18246078491211,192.97369003520572,-0.29052895023165365,False,before
1775324103.924888,574,BTC-USD,11,2026-04-04 17:35:03.924887896+00:00,0.1049041748046875,55.24196147918701,193.13323746346603,-0.2854871488125513,False,before
