arrival_ts,sequence,product,num_changes
1775324111.363968,724,BTC-USD,14
1775324111.414138,725,BTC-USD,14
1775324111.462522,726,BTC-USD,6
1775324111.515705,727,BTC-USD,13
1775324111.5657642,728,BTC-USD,10
1775324111.616846,729,BTC-USD,8
1775324111.6637921,730,BTC-USD,8
1775324111.721718,731,BTC-USD,12
1775324111.761591,732,BTC-USD,1
1775324111.814353,733,BTC-USD,9
1775324111.866579,734,BTC-USD,10
1775324111.915688,735,BTC-USD,2
1775324111.9635441,736,BTC-USD,8
1775324112.013678,737,BTC-USD,3
1775324112.063731,738,BTC-USD,22
1775324112.113788,739,BTC-USD,9
1775324112.1627378,740,BTC-USD,10
1775324112.212778,741,BTC-USD,1
1775324112.2598379,742,BTC-USD,2
1775324112.3154109,743,BTC-USD,16
1775324112.364444,744,BTC-USD,2
1775324112.41846,745,BTC-USD,16
1775324112.463403,746,BTC-USD,3
1775324112.5149188,747,BTC-USD,10
1775324112.566746,748,BTC-USD,13
1775324112.61483,749,BTC-USD,9
1775324112.664097,750,BTC-USD,9
1775324112.7148921,751,BTC-USD,12
1775324112.76385,752,BTC-USD,13
1775324113.5499089,753,BTC-USD,8
1775324113.550188,754,BTC-USD,2
1775324113.550327,755,BTC-USD,7
1775324113.550452,756,BTC-USD,1
1775324113.550551,757,BTC-USD,12
1775324113.5506592,758,BTC-USD,5
1775324113.55076,759,BTC-USD,1
1775324113.550891,760,BTC-USD,14
1775324113.5510468,761,BTC-USD,13
1775324113.551157,762,BTC-USD,36
1775324113.5512938,763,BTC-USD,2
1775324113.5514,764,BTC-USD,13
1775324113.55153,765,BTC-USD,15
1775324113.564867,766,BTC-USD,8
1775324113.6165938,767,BTC-USD,3
1775324113.665587,768,BTC-USD,4
1775324113.7141728,769,BTC-USD,7
1775324113.764243,770,BTC-USD,11
1775324113.815043,771,BTC-USD,5
1775324113.860951,772,BTC-USD,2
1775324113.9157481,773,BTC-USD,9
1775324113.967017,774,BTC-USD,14
1775324114.0160582,775,BTC-USD,10
1775324114.06606,776,BTC-USD,19
1775324114.113581,777,BTC-USD,7
1775324114.160565,778,BTC-USD,1
1775324114.213026,779,BTC-USD,1
1775324114.2679691,780,BTC-USD,4
1775324114.314307,781,BTC-USD,2
1775324114.364249,782,BTC-USD,5
1775324114.410955,783,BTC-USD,1
1775324114.459766,784,BTC-USD,1
1775324114.515562,785,BTC-USD,6
1775324114.5609071,786,BTC-USD,2
1775324114.615093,787,BTC-USD,4
1775324114.6652238,788,BTC-USD,3
1775324114.714229,789,BTC-USD,4
1775324114.761191,790,BTC-USD,2
1775324114.816569,791,BTC-USD,2
1775324114.8661602,792,BTC-USD,2
1775324114.914287,793,BTC-USD,8
1775324114.96337,794,BTC-USD,2
1775324115.014316,795,BTC-USD,6
1775324115.8021061,796,BTC-USD,5
1775324115.802469,797,BTC-USD,9
1775324115.802708,798,BTC-USD,3
1775324115.802969,799,BTC-USD,6
1775324115.803207,800,BTC-USD,5
1775324115.803396,801,BTC-USD,5
1775324115.8036458,802,BTC-USD,30
1775324115.803882,803,BTC-USD,4
1775324115.8040571,804,BTC-USD,2
1775324115.80423,805,BTC-USD,13
1775324115.8044171,806,BTC-USD,4
1775324115.8045921,807,BTC-USD,7
1775324115.804745,808,BTC-USD,1
1775324115.804943,809,BTC-USD,2
1775324115.8051178,810,BTC-USD,10
1775324115.8149319,811,BTC-USD,8
1775324115.86285,812,BTC-USD,10
1775324115.914073,813,BTC-USD,3
1775324115.964412,814,BTC-USD,3
1775324116.013304,815,BTC-USD,10
1775324116.061549,816,BTC-USD,6
1775324116.116182,817,BTC-USD,13
1775324116.165699,818,BTC-USD,10
1775324116.215853,819,BTC-USD,9
1775324116.2634602,820,BTC-USD,8
1775324116.311436,821,BTC-USD,3
1775324116.363936,822,BTC-USD,9
1775324116.413024,823,BTC-USD,2
1775324116.4607859,824,BTC-USD,1
1775324116.516167,825,BTC-USD,8
1775324116.565342,826,BTC-USD,7
1775324116.617911,827,BTC-USD,13
1775324116.665375,828,BTC-USD,7
1775324116.713033,829,BTC-USD,4
1775324116.7600698,830,BTC-USD,2
1775324116.8154502,831,BTC-USD,10
1775324116.865789,832,BTC-USD,5
1775324117.64689,833,BTC-USD,10
1775324117.647273,834,BTC-USD,11
1775324117.647434,835,BTC-USD,6
1775324117.647566,836,BTC-USD,2
1775324117.647685,837,BTC-USD,16
1775324117.64781,838,BTC-USD,13
1775324117.647927,839,BTC-USD,10
1775324117.648096,840,BTC-USD,6
1775324117.648252,841,BTC-USD,2
1775324117.648363,842,BTC-USD,5
1775324117.648473,843,BTC-USD,7
1775324117.648586,844,BTC-USD,1
1775324117.6487858,845,BTC-USD,4
1775324117.64892,846,BTC-USD,8
1775324117.649079,847,BTC-USD,4
1775324117.66386,848,BTC-USD,6
1775324117.713822,849,BTC-USD,8
1775324117.764796,850,BTC-USD,2
1775324117.815934,851,BTC-USD,4
1775324117.865314,852,BTC-USD,16
1775324117.9145799,853,BTC-USD,9
1775324117.964132,854,BTC-USD,6
1775324118.013202,855,BTC-USD,2
1775324118.060826,856,BTC-USD,1
1775324118.114584,857,BTC-USD,7
1775324118.164393,858,BTC-USD,5
1775324118.211447,859,BTC-USD,2
1775324118.265378,860,BTC-USD,7
1775324118.313559,861,BTC-USD,13
1775324118.365473,862,BTC-USD,5
1775324118.4178839,863,BTC-USD,12
1775324118.465942,864,BTC-USD,6
1775324118.5174432,865,BTC-USD,5
1775324118.5620391,866,BTC-USD,2
1775324118.6238651,867,BTC-USD,97
1775324118.6648479,868,BTC-USD,2
1775324118.716916,869,BTC-USD,35
1775324118.767838,870,BTC-USD,20
1775324118.8390038,871,BTC-USD,31
1775324118.879076,872,BTC-USD,53
1775324118.931027,873,BTC-USD,39
1775324119.000237,874,BTC-USD,198
1775324119.028234,875,BTC-USD,49
1775324119.083709,876,BTC-USD,92
1775324119.1467772,877,BTC-USD,136
1775324119.175532,878,BTC-USD,49
1775324119.227807,879,BTC-USD,21
1775324119.266461,880,BTC-USD,34
1775324119.314591,881,BTC-USD,22
1775324119.3646069,882,BTC-USD,32
1775324119.41782,883,BTC-USD,50
1775324119.464637,884,BTC-USD,81
1775324119.513727,885,BTC-USD,24
1775324119.566802,886,BTC-USD,32
1775324119.615834,887,BTC-USD,37
1775324119.895668,888,BTC-USD,117
1775324119.916019,889,BTC-USD,22
1775324119.966395,890,BTC-USD,9
1775324120.015404,891,BTC-USD,7
1775324120.0659351,892,BTC-USD,2
1775324120.1199381,893,BTC-USD,38
1775324120.167199,894,BTC-USD,29
1775324120.214476,895,BTC-USD,26
1775324120.2641091,896,BTC-USD,19
1775324120.314507,897,BTC-USD,11
1775324120.366666,898,BTC-USD,47
1775324120.416521,899,BTC-USD,105
1775324120.46449,900,BTC-USD,15
1775324120.6687932,901,BTC-USD,73
1775324120.7197719,902,BTC-USD,96
1775324120.764556,903,BTC-USD,11
1775324120.8218188,904,BTC-USD,30
1775324120.861702,905,BTC-USD,7
1775324120.914082,906,BTC-USD,17
1775324120.964025,907,BTC-USD,15
1775324121.012197,908,BTC-USD,1
1775324121.064249,909,BTC-USD,20
1775324121.115226,910,BTC-USD,20
1775324121.16767,911,BTC-USD,22
1775324121.214442,912,BTC-USD,17
1775324121.267425,913,BTC-USD,36
1775324121.3144279,914,BTC-USD,9
1775324121.365558,915,BTC-USD,16
1775324121.417522,916,BTC-USD,30
1775324121.464386,917,BTC-USD,16
1775324121.5177999,918,BTC-USD,36
1775324121.564472,919,BTC-USD,7
1775324121.616002,920,BTC-USD,43
1775324121.6687942,921,BTC-USD,57
1775324121.72144,922,BTC-USD,12
1775324121.763909,923,BTC-USD,7
1775324121.816024,924,BTC-USD,15
1775324121.8662531,925,BTC-USD,7
1775324121.913583,926,BTC-USD,15
1775324121.9647748,927,BTC-USD,16
1775324122.0136151,928,BTC-USD,8
1775324122.0651379,929,BTC-USD,12
1775324122.11475,930,BTC-USD,8
1775324122.161943,931,BTC-USD,1
1775324122.214529,932,BTC-USD,11
1775324122.264197,933,BTC-USD,7
1775324123.0731452,934,BTC-USD,15
1775324123.0736399,935,BTC-USD,13
1775324123.073885,936,BTC-USD,9
1775324123.0741508,937,BTC-USD,3
1775324123.074377,938,BTC-USD,18
1775324123.074593,939,BTC-USD,7
1775324123.074794,940,BTC-USD,10
1775324123.07498,941,BTC-USD,9
1775324123.075161,942,BTC-USD,8
1775324123.075337,943,BTC-USD,14
1775324123.0755541,944,BTC-USD,20
1775324123.0757818,945,BTC-USD,22
1775324123.075955,946,BTC-USD,30
1775324123.0761302,947,BTC-USD,20
1775324123.0762932,948,BTC-USD,2
1775324123.114571,949,BTC-USD,3
1775324123.1655738,950,BTC-USD,6
1775324123.214581,951,BTC-USD,2
1775324123.265721,952,BTC-USD,37
1775324123.3147671,953,BTC-USD,8
1775324123.363888,954,BTC-USD,11
1775324123.413791,955,BTC-USD,6
1775324123.512678,956,BTC-USD,3
1775324123.567998,957,BTC-USD,9
1775324123.616023,958,BTC-USD,7
1775324123.66517,959,BTC-USD,8
1775324123.715126,960,BTC-USD,5
1775324123.7642581,961,BTC-USD,4
1775324123.814194,962,BTC-USD,6
1775324123.866019,963,BTC-USD,15
1775324123.911215,964,BTC-USD,1
1775324123.965728,965,BTC-USD,2
1775324124.015764,966,BTC-USD,23
1775324124.06345,967,BTC-USD,4
1775324124.115191,968,BTC-USD,7
1775324124.166985,969,BTC-USD,14
1775324124.2136729,970,BTC-USD,5
1775324124.263478,971,BTC-USD,6
1775324124.31371,972,BTC-USD,1
1775324124.363405,973,BTC-USD,15
1775324124.4137652,974,BTC-USD,18
1775324124.4608169,975,BTC-USD,2
1775324124.5139542,976,BTC-USD,10
1775324125.200716,977,BTC-USD,3
1775324125.202322,978,BTC-USD,19
1775324125.2073998,979,BTC-USD,19
1775324125.207683,980,BTC-USD,5
1775324125.2092428,981,BTC-USD,5
1775324125.209462,982,BTC-USD,12
1775324125.210884,983,BTC-USD,4
1775324125.21181,984,BTC-USD,6
1775324125.2160141,985,BTC-USD,14
1775324125.2162318,986,BTC-USD,5
1775324125.218723,987,BTC-USD,21
1775324125.223215,988,BTC-USD,4
1775324125.224191,989,BTC-USD,5
1775324125.263828,990,BTC-USD,5
1775324125.313662,991,BTC-USD,2
1775324125.364094,992,BTC-USD,5
1775324125.463858,993,BTC-USD,2
1775324125.5126112,994,BTC-USD,3
1775324125.564327,995,BTC-USD,5
1775324126.452182,996,BTC-USD,7
1775324126.4523861,997,BTC-USD,16
1775324126.452505,998,BTC-USD,10
1775324126.452613,999,BTC-USD,8
1775324126.452716,1000,BTC-USD,10
1775324126.452846,1001,BTC-USD,9
1775324126.4530208,1002,BTC-USD,8
1775324126.4531589,1003,BTC-USD,3
1775324126.453289,1004,BTC-USD,4
1775324126.4533918,1005,BTC-USD,13
1775324126.4534981,1006,BTC-USD,12
1775324126.453604,1007,BTC-USD,3
1775324126.453794,1008,BTC-USD,10
1775324126.453899,1009,BTC-USD,7
1775324126.453999,1010,BTC-USD,4
1775324126.4541178,1011,BTC-USD,6
1775324126.454256,1012,BTC-USD,14
1775324126.461448,1013,BTC-USD,1
1775324126.514653,1014,BTC-USD,2
1775324126.566026,1015,BTC-USD,7
1775324126.6142259,1016,BTC-USD,13
1775324126.668303,1017,BTC-USD,25
1775324126.713303,1018,BTC-USD,22
1775324126.765949,1019,BTC-USD,19
1775324126.8099682,1020,BTC-USD,1
1775324126.863105,1021,BTC-USD,5
1775324126.9110641,1022,BTC-USD,3
1775324126.964724,1023,BTC-USD,4
1775324127.010131,1024,BTC-USD,1
1775324127.06161,1025,BTC-USD,1
1775324127.1147678,1026,BTC-USD,8
1775324127.1620858,1027,BTC-USD,3
1775324127.214582,1028,BTC-USD,6
1775324127.2665138,1029,BTC-USD,16
1775324127.985868,1030,BTC-USD,11
1775324128.7021928,1031,BTC-USD,1
1775324129.375446,1032,BTC-USD,10
1775324129.377151,1033,BTC-USD,1
1775324129.377276,1034,BTC-USD,5
1775324129.3790798,1035,BTC-USD,2
1775324129.379231,1036,BTC-USD,8
1775324129.381275,1037,BTC-USD,3
1775324129.3815858,1038,BTC-USD,7
1775324129.383334,1039,BTC-USD,1
1775324129.3834682,1040,BTC-USD,6
1775324129.385153,1041,BTC-USD,1
1775324129.385292,1042,BTC-USD,1
1775324129.385885,1043,BTC-USD,11
1775324129.389478,1044,BTC-USD,9
1775324129.389817,1045,BTC-USD,7
1775324129.395689,1046,BTC-USD,7
1775324129.395874,1047,BTC-USD,19
1775324129.396024,1048,BTC-USD,26
1775324129.397144,1049,BTC-USD,8
1775324129.399468,1050,BTC-USD,11
1775324129.4011352,1051,BTC-USD,5
1775324129.401979,1052,BTC-USD,6
1775324129.406187,1053,BTC-USD,1
1775324129.4063308,1054,BTC-USD,9
1775324129.406469,1055,BTC-USD,6
1775324129.4081438,1056,BTC-USD,5
1775324129.408291,1057,BTC-USD,9
1775324129.410336,1058,BTC-USD,3
1775324129.411434,1059,BTC-USD,5
1775324129.4171698,1060,BTC-USD,11
1775324129.418615,1061,BTC-USD,1
1775324129.418748,1062,BTC-USD,6
1775324129.418872,1063,BTC-USD,5
1775324129.418992,1064,BTC-USD,11
1775324129.4232519,1065,BTC-USD,28
1775324129.425208,1066,BTC-USD,18
1775324129.42538,1067,BTC-USD,6
1775324129.4299588,1068,BTC-USD,46
1775324129.465464,1069,BTC-USD,10
1775324129.5146,1070,BTC-USD,15
1775324129.563711,1071,BTC-USD,23
1775324129.615788,1072,BTC-USD,9
1775324129.715724,1073,BTC-USD,6
1775324129.7715929,1074,BTC-USD,23
1775324129.813864,1075,BTC-USD,15
1775324129.868363,1076,BTC-USD,5
1775324130.650134,1077,BTC-USD,8
1775324130.650527,1078,BTC-USD,2
1775324130.650795,1079,BTC-USD,8
1775324130.6509519,1080,BTC-USD,1
1775324130.651087,1081,BTC-USD,12
1775324130.6512341,1082,BTC-USD,10
1775324130.651388,1083,BTC-USD,6
1775324130.651528,1084,BTC-USD,8
1775324130.651666,1085,BTC-USD,36
1775324130.651856,1086,BTC-USD,5
1775324130.651995,1087,BTC-USD,16
1775324130.652163,1088,BTC-USD,11
1775324130.65236,1089,BTC-USD,4
1775324130.6525,1090,BTC-USD,15
1775324130.6526668,1091,BTC-USD,41
1775324130.6618528,1092,BTC-USD,3
1775324130.7145898,1093,BTC-USD,16
1775324130.766154,1094,BTC-USD,8
1775324130.813748,1095,BTC-USD,4
1775324130.8627388,1096,BTC-USD,13
1775324130.9154172,1097,BTC-USD,21
1775324130.963924,1098,BTC-USD,20
1775324131.017997,1099,BTC-USD,97
1775324131.074116,1100,BTC-USD,184
1775324131.1142569,1101,BTC-USD,61
1775324131.163897,1102,BTC-USD,66
1775324131.215326,1103,BTC-USD,35
1775324131.2678971,1104,BTC-USD,24
1775324131.316256,1105,BTC-USD,53
1775324131.36556,1106,BTC-USD,20
1775324131.414398,1107,BTC-USD,7
1775324131.4660401,1108,BTC-USD,18
1775324131.513891,1109,BTC-USD,12
1775324131.5753548,1110,BTC-USD,5
1775324131.613469,1111,BTC-USD,5
1775324131.664907,1112,BTC-USD,3
1775324131.715404,1113,BTC-USD,5
1775324131.764673,1114,BTC-USD,10
1775324131.816502,1115,BTC-USD,21
1775324131.865366,1116,BTC-USD,11
1775324131.915201,1117,BTC-USD,14
1775324131.964036,1118,BTC-USD,6
1775324132.014081,1119,BTC-USD,4
1775324132.731107,1120,BTC-USD,2
1775324132.731492,1121,BTC-USD,21
1775324133.428172,1122,BTC-USD,12
1775324133.4284742,1123,BTC-USD,4
1775324133.429002,1124,BTC-USD,12
1775324133.4291499,1125,BTC-USD,6
1775324133.43418,1126,BTC-USD,8
1775324133.434361,1127,BTC-USD,10
1775324133.435866,1128,BTC-USD,10
1775324133.437578,1129,BTC-USD,3
1775324133.4389288,1130,BTC-USD,10
1775324133.439072,1131,BTC-USD,7
1775324133.4430778,1132,BTC-USD,47
1775324133.455702,1133,BTC-USD,161
1775324133.464225,1134,BTC-USD,32
1775324133.466014,1135,BTC-USD,32
1775324133.467857,1136,BTC-USD,40
1775324133.473239,1137,BTC-USD,16
1775324133.4734342,1138,BTC-USD,13
1775324133.476108,1139,BTC-USD,11
1775324133.4790232,1140,BTC-USD,4
1775324133.4791749,1141,BTC-USD,18
1775324133.481397,1142,BTC-USD,18
1775324133.486232,1143,BTC-USD,28
1775324133.4876952,1144,BTC-USD,10
1775324133.4886022,1145,BTC-USD,14
1775324133.492112,1146,BTC-USD,20
1775324133.493622,1147,BTC-USD,5
1775324133.494142,1148,BTC-USD,5
1775324133.5146618,1149,BTC-USD,9
1775324133.564888,1150,BTC-USD,15
1775324133.6151,1151,BTC-USD,6
1775324133.6735601,1152,BTC-USD,3
1775324133.7219079,1153,BTC-USD,49
1775324133.7734132,1154,BTC-USD,75
1775324133.8219972,1155,BTC-USD,23
1775324133.86549,1156,BTC-USD,34
1775324133.916852,1157,BTC-USD,26
1775324133.9670908,1158,BTC-USD,12
1775324134.016223,1159,BTC-USD,9
1775324134.067528,1160,BTC-USD,14
1775324134.1171682,1161,BTC-USD,17
1775324134.161249,1162,BTC-USD,6
1775324134.2134132,1163,BTC-USD,8
1775324134.26336,1164,BTC-USD,12
1775324134.313354,1165,BTC-USD,8
1775324134.3704891,1166,BTC-USD,3
1775324134.415019,1167,BTC-USD,16
1775324134.467075,1168,BTC-USD,12
1775324134.5148642,1169,BTC-USD,6
1775324134.565019,1170,BTC-USD,5
1775324134.614975,1171,BTC-USD,7
1775324134.660762,1172,BTC-USD,6
1775324134.714895,1173,BTC-USD,15
1775324134.763952,1174,BTC-USD,11
1775324134.814019,1175,BTC-USD,9
1775324134.865043,1176,BTC-USD,13
1775324134.9148018,1177,BTC-USD,17
1775324134.964566,1178,BTC-USD,17
1775324135.0141308,1179,BTC-USD,11
1775324135.064275,1180,BTC-USD,4
1775324135.1141481,1181,BTC-USD,20
1775324135.164171,1182,BTC-USD,11
1775324135.2145002,1183,BTC-USD,20
1775324135.266269,1184,BTC-USD,4
1775324135.315167,1185,BTC-USD,3
1775324135.364542,1186,BTC-USD,10
1775324135.415586,1187,BTC-USD,9
1775324135.464608,1188,BTC-USD,4
1775324135.521153,1189,BTC-USD,12
1775324135.56401,1190,BTC-USD,9
1775324135.615156,1191,BTC-USD,10
1775324135.663745,1192,BTC-USD,6
1775324135.714907,1193,BTC-USD,14
1775324135.766287,1194,BTC-USD,7
1775324135.813845,1195,BTC-USD,11
1775324135.865988,1196,BTC-USD,10
1775324135.913367,1197,BTC-USD,5
1775324135.9640682,1198,BTC-USD,6
1775324136.014466,1199,BTC-USD,9
1775324136.064704,1200,BTC-USD,5
1775324136.113483,1201,BTC-USD,6
1775324136.164136,1202,BTC-USD,9
1775324136.213126,1203,BTC-USD,10
1775324136.263492,1204,BTC-USD,8
1775324136.3154309,1205,BTC-USD,13
1775324136.3645382,1206,BTC-USD,8
1775324136.4155278,1207,BTC-USD,7
1775324136.464579,1208,BTC-USD,7
1775324136.515282,1209,BTC-USD,5
1775324136.566262,1210,BTC-USD,8
1775324136.618305,1211,BTC-USD,34
1775324136.665041,1212,BTC-USD,23
1775324136.713944,1213,BTC-USD,10
1775324136.766191,1214,BTC-USD,21
1775324136.814614,1215,BTC-USD,11
1775324136.863641,1216,BTC-USD,8
1775324136.914707,1217,BTC-USD,11
1775324136.963775,1218,BTC-USD,6
1775324137.013803,1219,BTC-USD,6
1775324137.818805,1220,BTC-USD,9
1775324137.819177,1221,BTC-USD,28
1775324137.8194292,1222,BTC-USD,14
1775324137.819673,1223,BTC-USD,13
1775324137.819916,1224,BTC-USD,7
1775324137.8201091,1225,BTC-USD,4
1775324137.8202848,1226,BTC-USD,7
1775324137.820461,1227,BTC-USD,5
1775324137.8206332,1228,BTC-USD,7
1775324137.820811,1229,BTC-USD,9
1775324137.820993,1230,BTC-USD,2
1775324137.821175,1231,BTC-USD,4
1775324137.821366,1232,BTC-USD,4
1775324137.8215501,1233,BTC-USD,3
1775324137.821693,1234,BTC-USD,13
1775324137.821801,1235,BTC-USD,1
1775324137.917656,1236,BTC-USD,3
1775324137.972539,1237,BTC-USD,9
1775324138.0150201,1238,BTC-USD,10
1775324138.06544,1239,BTC-USD,10
1775324138.117526,1240,BTC-USD,28
1775324138.165465,1241,BTC-USD,20
1775324138.213242,1242,BTC-USD,8
1775324138.264822,1243,BTC-USD,4
1775324138.31444,1244,BTC-USD,14
1775324138.365498,1245,BTC-USD,8
1775324138.464758,1246,BTC-USD,7
1775324138.5136042,1247,BTC-USD,21
1775324138.564971,1248,BTC-USD,6
1775324138.613729,1249,BTC-USD,7
1775324138.713901,1250,BTC-USD,12
1775324138.764798,1251,BTC-USD,4
1775324138.815883,1252,BTC-USD,8
1775324138.865969,1253,BTC-USD,22
1775324138.916061,1254,BTC-USD,8
1775324139.661282,1255,BTC-USD,4
1775324140.383863,1256,BTC-USD,2
1775324140.3841212,1257,BTC-USD,4
1775324140.384223,1258,BTC-USD,11
1775324140.3843331,1259,BTC-USD,6
1775324140.384436,1260,BTC-USD,3
1775324140.384533,1261,BTC-USD,4
1775324140.384628,1262,BTC-USD,10
1775324140.384759,1263,BTC-USD,9
1775324140.3848808,1264,BTC-USD,8
1775324140.3849869,1265,BTC-USD,1
1775324140.3850849,1266,BTC-USD,6
1775324140.385184,1267,BTC-USD,5
1775324140.385282,1268,BTC-USD,12
1775324140.3853881,1269,BTC-USD,19
1775324140.3855271,1270,BTC-USD,13
1775324140.385674,1271,BTC-USD,7
1775324140.385806,1272,BTC-USD,10
1775324140.385935,1273,BTC-USD,19
1775324140.3861032,1274,BTC-USD,3
1775324140.3862321,1275,BTC-USD,10
1775324140.3863418,1276,BTC-USD,1
1775324140.3864388,1277,BTC-USD,10
1775324140.386558,1278,BTC-USD,12
1775324140.386713,1279,BTC-USD,6
1775324140.386815,1280,BTC-USD,12
1775324140.3869178,1281,BTC-USD,8
1775324140.387019,1282,BTC-USD,3
1775324140.3871129,1283,BTC-USD,18
1775324140.410462,1284,BTC-USD,1
1775324141.1982489,1285,BTC-USD,2
1775324141.1985269,1286,BTC-USD,5
1775324141.198667,1287,BTC-USD,2
1775324141.198772,1288,BTC-USD,4
1775324141.19889,1289,BTC-USD,6
1775324141.198991,1290,BTC-USD,4
1775324141.19909,1291,BTC-USD,1
1775324141.1992161,1292,BTC-USD,13
1775324141.1993291,1293,BTC-USD,5
1775324141.19943,1294,BTC-USD,5
1775324141.199527,1295,BTC-USD,7
1775324141.199627,1296,BTC-USD,2
1775324141.1997209,1297,BTC-USD,19
1775324141.199832,1298,BTC-USD,8
1775324141.2135,1299,BTC-USD,6
1775324141.264051,1300,BTC-USD,17
1775324141.313421,1301,BTC-USD,7
1775324141.364465,1302,BTC-USD,15
1775324141.41435,1303,BTC-USD,7
1775324141.464254,1304,BTC-USD,4
1775324141.513667,1305,BTC-USD,11
1775324141.566665,1306,BTC-USD,7
1775324141.6130402,1307,BTC-USD,2
1775324141.664932,1308,BTC-USD,3
1775324141.7158568,1309,BTC-USD,10
1775324141.76394,1310,BTC-USD,8
1775324141.813601,1311,BTC-USD,8
1775324141.862943,1312,BTC-USD,7
1775324141.915637,1313,BTC-USD,9
1775324141.9630568,1314,BTC-USD,6
1775324142.067183,1315,BTC-USD,9
1775324142.115159,1316,BTC-USD,12
1775324142.166123,1317,BTC-USD,7
1775324142.213218,1318,BTC-USD,11
1775324142.263412,1319,BTC-USD,12
1775324142.314372,1320,BTC-USD,6
1775324142.363422,1321,BTC-USD,6
1775324142.413486,1322,BTC-USD,4
1775324142.4635131,1323,BTC-USD,9
1775324142.514611,1324,BTC-USD,7
1775324142.5666611,1325,BTC-USD,6
1775324142.621046,1326,BTC-USD,6
1775324142.6607301,1327,BTC-USD,3
1775324142.714804,1328,BTC-USD,11
1775324142.763872,1329,BTC-USD,9
1775324142.864002,1330,BTC-USD,5
1775324142.91461,1331,BTC-USD,9
1775324142.965249,1332,BTC-USD,5
1775324143.014498,1333,BTC-USD,2
1775324143.065065,1334,BTC-USD,8
1775324143.115884,1335,BTC-USD,15
1775324143.1645498,1336,BTC-USD,4
1775324143.2133708,1337,BTC-USD,4
1775324143.26339,1338,BTC-USD,14
1775324143.3144069,1339,BTC-USD,9
1775324143.365922,1340,BTC-USD,11
1775324143.413823,1341,BTC-USD,6
1775324143.461758,1342,BTC-USD,1
1775324143.513973,1343,BTC-USD,31
1775324143.565999,1344,BTC-USD,21
1775324143.615125,1345,BTC-USD,22
1775324143.663938,1346,BTC-USD,7
1775324143.7160661,1347,BTC-USD,9
1775324143.766113,1348,BTC-USD,4
1775324143.816382,1349,BTC-USD,8
1775324143.86527,1350,BTC-USD,7
1775324143.915251,1351,BTC-USD,18
1775324143.971678,1352,BTC-USD,20
1775324144.014444,1353,BTC-USD,10
1775324144.115489,1354,BTC-USD,23
1775324144.1775239,1355,BTC-USD,2
1775324144.233647,1356,BTC-USD,6
1775324144.27565,1357,BTC-USD,3
1775324144.325791,1358,BTC-USD,5
1775324144.378963,1359,BTC-USD,5
1775324144.418838,1360,BTC-USD,1
1775324145.187233,1361,BTC-USD,4
1775324145.187388,1362,BTC-USD,2
1775324145.187486,1363,BTC-USD,8
1775324145.187584,1364,BTC-USD,1
1775324145.187676,1365,BTC-USD,2
1775324145.187767,1366,BTC-USD,4
1775324145.18786,1367,BTC-USD,7
1775324145.187955,1368,BTC-USD,10
1775324145.189261,1369,BTC-USD,22
1775324145.1924338,1370,BTC-USD,2
1775324145.195651,1371,BTC-USD,9
1775324145.1958778,1372,BTC-USD,1
1775324145.196051,1373,BTC-USD,14
1775324145.197621,1374,BTC-USD,1
1775324145.215251,1375,BTC-USD,4
1775324145.259862,1376,BTC-USD,2
1775324145.310257,1377,BTC-USD,1
1775324145.363014,1378,BTC-USD,2
1775324145.413161,1379,BTC-USD,11
1775324145.5092502,1380,BTC-USD,2
1775324145.560338,1381,BTC-USD,2
1775324145.614332,1382,BTC-USD,3
1775324145.713758,1383,BTC-USD,5
1775324145.7595022,1384,BTC-USD,1
1775324145.868886,1385,BTC-USD,6
1775324145.9139469,1386,BTC-USD,4
1775324145.960541,1387,BTC-USD,1
1775324146.0136802,1388,BTC-USD,9
1775324146.059814,1389,BTC-USD,3
1775324146.113853,1390,BTC-USD,14
1775324146.163857,1391,BTC-USD,6
1775324146.2131991,1392,BTC-USD,1
1775324146.2633111,1393,BTC-USD,3
1775324146.315277,1394,BTC-USD,4
1775324146.3644512,1395,BTC-USD,2
1775324146.4157598,1396,BTC-USD,5
1775324146.464758,1397,BTC-USD,5
1775324146.509558,1398,BTC-USD,1
1775324146.564776,1399,BTC-USD,2
1775324146.6137128,1400,BTC-USD,2
1775324146.6650639,1401,BTC-USD,7
1775324146.714432,1402,BTC-USD,7
1775324146.763689,1403,BTC-USD,3
1775324146.813971,1404,BTC-USD,5
1775324146.8647559,1405,BTC-USD,7
1775324146.9128609,1406,BTC-USD,5
1775324146.963986,1407,BTC-USD,2
1775324147.011043,1408,BTC-USD,1
1775324147.065109,1409,BTC-USD,7
1775324147.114191,1410,BTC-USD,6
1775324147.1632771,1411,BTC-USD,9
1775324147.214108,1412,BTC-USD,5
1775324147.263071,1413,BTC-USD,3
1775324147.315347,1414,BTC-USD,6
1775324147.3626509,1415,BTC-USD,1
1775324147.411393,1416,BTC-USD,2
1775324147.4622998,1417,BTC-USD,1
1775324147.5145879,1418,BTC-USD,2
1775324147.56422,1419,BTC-USD,2
1775324147.611135,1420,BTC-USD,1
1775324147.663262,1421,BTC-USD,5
1775324147.714462,1422,BTC-USD,10
1775324147.763592,1423,BTC-USD,3
1775324147.813501,1424,BTC-USD,5
1775324147.86427,1425,BTC-USD,5
1775324147.914187,1426,BTC-USD,7
